Race,Q1,Q2,Q3,Q4,Q5
Black,0.30319678201195976,0.34317994079532915,0.1978270526337822,0.10124992960908673,0.05454629494984212
White,0.1512362114849751,0.16354138193634077,0.19946369657592353,0.2343840438235449,0.25137466617921567
