"state","county","kfr_pooled_pooled_p25","kfr_pooled_pooled_p75"
19,113,0.43809453,0.60795099
19,115,0.46049133,0.61466825
19,117,0.49340388,0.64530754
19,119,0.60139436,0.69002455
19,121,0.50549352,0.62002552
19,123,0.50390691,0.63475251
19,125,0.47746855,0.64271927
19,127,0.4319157,0.62457389
19,129,0.50342011,0.60370344
19,131,0.5479154,0.68718874
19,133,0.46591732,0.63176596
19,135,0.48454678,0.62858325
19,137,0.49002165,0.63341409
19,139,0.42926189,0.60442394
19,141,0.55409515,0.68634969
19,143,0.54105395,0.66515452
19,145,0.47664678,0.6485374
19,147,0.53614211,0.71636283
19,149,0.55127275,0.66224462
19,151,0.539994,0.70312279
19,153,0.42686203,0.6090818
19,155,0.42595309,0.60174036
19,157,0.50524914,0.64725935
19,159,0.50729686,0.675228
19,161,0.58579111,0.68423229
19,163,0.41829303,0.60584533
19,165,0.53484052,0.67201185
19,167,0.58474743,0.69802356
19,169,0.49748048,0.63910723
19,171,0.49370426,0.61485386
19,173,0.4988994,0.65766621
19,175,0.47277489,0.63678879
19,177,0.49306369,0.63378865
19,179,0.42218581,0.6283651
19,181,0.4768489,0.6308099
19,183,0.47520941,0.6354264
19,185,0.48688009,0.6561929
19,187,0.44889295,0.63424033
19,189,0.51862085,0.66889161
19,191,0.56284529,0.66223085
19,193,0.42699581,0.61337888
19,195,0.48495266,0.64981431
19,197,0.48427662,0.64079213
20,0,0.480017209142857,0.633627999904762
20,1,0.41169006,0.60579425
20,3,0.45896053,0.61956996
20,5,0.42228299,0.62868017
20,7,0.51159906,0.66850495
20,9,0.46441993,0.64259946
20,11,0.44513497,0.6103707
20,13,0.47078624,0.66939598
20,15,0.4360472,0.58382112
20,17,0.5193609,0.6382575
20,19,0.44809031,0.65422976
20,21,0.41945258,0.60040814
20,23,0.55817926,0.67636198
20,25,0.57412511,0.63486755
20,27,0.48393884,0.631751
20,29,0.5116666,0.63251525
20,31,0.49350631,0.61961848
20,33,0.47076565,0.75273478
20,35,0.42554131,0.58330292
20,37,0.42867494,0.60057205
20,39,0.55728889,0.675771
20,41,0.46563876,0.60070932
20,43,0.44859543,0.65081358
20,45,0.42703208,0.5771488
20,47,0.48299116,0.63649845
20,49,0.48936486,0.49823025
20,51,0.52755284,0.6492101
20,53,0.47912446,0.6969052
20,55,0.41161007,0.60344374
20,57,0.41245389,0.60906178
20,59,0.42218852,0.59961146
20,61,0.37681189,0.55589819
20,63,0.53695053,0.76486754
20,65,0.50316375,0.67499542
20,67,0.47192529,0.63323307
20,69,0.53135669,0.63651502
20,71,0.5674367,0.66965252
20,73,0.47692239,0.59793335
20,75,0.4444291,0.66794252
20,77,0.45272848,0.62760586
20,79,0.43555745,0.60088569
20,81,0.58617812,0.57636052
20,83,0.58044744,0.72606158
20,85,0.48021773,0.64235365
20,87,0.46568909,0.59525037
20,89,0.51125634,0.68061787
20,91,0.46767005,0.61126202
20,93,0.45364109,0.56879795
20,95,0.49144778,0.63052595
20,97,0.46065772,0.62393451
20,99,0.43611234,0.59576344
20,101,0.47038424,0.6634537
20,103,0.39216787,0.58202314
20,105,0.47715026,0.62364656
20,107,0.44525316,0.58338684
20,109,0.47967562,0.64060938
20,111,0.42970076,0.62726396
20,113,0.47835681,0.64259052
20,115,0.47457254,0.62188816
20,117,0.53589171,0.65699363
20,119,0.54597747,0.65452194
20,121,0.45447814,0.58902133
20,123,0.51268011,0.66805583
20,125,0.41240478,0.59029496
20,127,0.48142785,0.57933569
20,129,0.50386459,0.59188223
20,131,0.61351389,0.71705359
20,133,0.4473432,0.60906518
20,135,0.52363312,0.70080185
20,137,0.51253235,0.63017875
20,139,0.45189831,0.60789794
20,141,0.50732821,0.67590833
20,143,0.47734776,0.6332708
20,145,0.4515202,0.65521389
20,147,0.52574575,0.65505278
20,149,0.48593962,0.62905097
20,151,0.46636552,0.63469911
20,153,0.53060615,0.6744867
20,155,0.42142919,0.5997352
20,157,0.50931853,0.64227086
20,159,0.4635542,0.61411512
20,161,0.43735152,0.60422778
20,163,0.49481294,0.63422251
20,165,0.51195544,0.71609282
20,167,0.49514878,0.66763544
20,169,0.4225283,0.59661305
20,171,0.50198048,0.66335875
20,173,0.39217156,0.56856036
20,175,0.41903913,0.5925802
20,177,0.39075658,0.58572948
20,179,0.58926314,0.62981933
20,181,0.49950972,0.63105565
20,183,0.53331286,0.65815282
20,185,0.47259924,0.64357007
20,187,0.52495742,0.64971095
20,189,0.49168998,0.64263231
20,191,0.43678027,0.58123225
20,193,0.5259099,0.66241485
20,195,0.54424638,0.69126612
20,197,0.4964146,0.67268056
20,199,0.59047329,0.71112001
20,201,0.52481925,0.68403715
20,203,0.56825167,0.6578232
20,205,0.44115752,0.65177149
20,207,0.44858578,0.67557788
20,209,0.35736558,0.5340693
21,0,0.396391101,0.568031881
21,1,0.41541359,0.54606926
21,3,0.37712938,0.557437
21,5,0.39797756,0.53695881
21,7,0.43367711,0.58099949
21,9,0.40630835,0.59626257
21,11,0.40346125,0.57239807
21,13,0.37449017,0.55427086
21,15,0.40715119,0.58005416
21,17,0.36366171,0.52161407
21,19,0.38034844,0.53889251
21,21,0.37083247,0.5685243
21,23,0.37160832,0.58287913
21,25,0.36811772,0.50868267
21,27,0.44865859,0.59858876
21,29,0.40022212,0.55380267
21,31,0.40762815,0.5751195
21,33,0.41072783,0.60982209
21,35,0.41062984,0.57586855
21,37,0.38839018,0.61343759
21,39,0.40061107,0.64774114
21,41,0.38974559,0.61308777
21,43,0.39988622,0.54681069
21,45,0.40173507,0.54092222
21,47,0.37394321,0.57463908
21,49,0.34720245,0.5488776
21,51,0.35891965,0.5341928
21,53,0.41263554,0.59147692
21,55,0.42840609,0.61358571
21,57,0.41366643,0.58596933
21,59,0.41262692,0.60849142
21,61,0.40107015,0.56978077
21,63,0.42204928,0.56446725
21,65,0.36585921,0.53650808
21,67,0.36058044,0.55602175
21,69,0.39304239,0.57046199
21,71,0.38382921,0.55753899
21,73,0.36392605,0.54942822
21,75,0.3511501,0.56703979
21,77,0.4432072,0.52988583
21,79,0.36499894,0.51644737
21,81,0.3839148,0.53074843
21,83,0.40634546,0.59751791
21,85,0.40219191,0.58422947
21,87,0.42808738,0.58693588
21,89,0.40246931,0.57095361
21,91,0.47285417,0.60518533
21,93,0.40363356,0.56778717
21,95,0.37986884,0.53764439
21,97,0.37234646,0.55426061
21,99,0.40796441,0.58814138
21,101,0.3813507,0.57764953
21,103,0.40072656,0.55118632
21,105,0.38558543,0.60029775
21,107,0.40979388,0.58958083
21,109,0.39876482,0.54533374
21,111,0.3629775,0.56020176
21,113,0.3562485,0.54611576
21,115,0.42922232,0.60335726
21,117,0.3746317,0.58617824
21,119,0.36478487,0.53409469
21,121,0.38212988,0.54619956
21,123,0.42863321,0.59940946
21,125,0.38357031,0.55038089
21,127,0.38819781,0.57326746
21,129,0.39089471,0.6141721
21,131,0.36641586,0.4835985
21,133,0.39511007,0.55005717
21,135,0.4166387,0.59198028
21,137,0.37296119,0.55723542
21,139,0.41301331,0.52246523
21,141,0.40011191,0.5824219
21,143,0.43119264,0.54140282
21,145,0.38038197,0.58280683
21,147,0.35557348,0.50578588
21,149,0.42633167,0.60852408
21,151,0.37062562,0.55484635
21,153,0.41135493,0.58834273
21,155,0.44379672,0.61220294
21,157,0.42733857,0.57806456
21,159,0.41431481,0.5116604
21,161,0.38948417,0.56344116
21,163,0.39947581,0.57594931
21,165,0.38494453,0.6290735
21,167,0.3801603,0.55583763
21,169,0.42522848,0.55527449
21,171,0.41745925,0.62390816
21,173,0.3606075,0.55953944
21,175,0.40951568,0.58073246
21,177,0.43554917,0.61091942
21,179,0.40877706,0.5999729
21,181,0.37845519,0.57221735
21,183,0.43364626,0.58731169
21,185,0.43833274,0.59134597
21,187,0.3973375,0.56470883
21,189,0.34451139,0.5052433
21,191,0.38032004,0.5638442
21,193,0.36546847,0.52012986
21,195,0.39336568,0.55050772
21,197,0.36257774,0.57607406
21,199,0.37494639,0.56432676
21,201,0.47312549,0.58569402
21,203,0.39720663,0.52676326
21,205,0.37321958,0.57573885
21,207,0.38683853,0.54688287
21,209,0.361743,0.52948046
21,211,0.3869051,0.54628766
21,213,0.38099056,0.56847954
21,215,0.44031531,0.54924375
21,217,0.40403017,0.59959781
21,219,0.4304297,0.57644069
21,221,0.40836874,0.57298905
21,223,0.4118959,0.58104831
21,225,0.42709944,0.60313725
21,227,0.39106056,0.5695641
21,229,0.4276917,0.63242674
21,231,0.38575691,0.58320105
21,233,0.43752447,0.61270285
21,235,0.36648634,0.55774122
21,237,0.38146049,0.46981323
21,239,0.36674502,0.5589534
22,0,0.40265773703125,0.60479775609375
22,1,0.43444854,0.63248581
22,3,0.42473972,0.60139972
22,5,0.42804798,0.61175913
22,7,0.43685818,0.66271371
22,9,0.41394234,0.64315504
22,11,0.43838713,0.58419818
22,13,0.38055626,0.57972085
22,15,0.38538492,0.58780122
22,17,0.35273945,0.5610556
22,19,0.40455306,0.58924824
22,21,0.4139114,0.64705795
22,23,0.48084509,0.63092405
22,25,0.40841839,0.64474678
22,27,0.38977733,0.64354783
22,29,0.39629099,0.61303174
22,31,0.37456313,0.58611768
22,33,0.37446603,0.58117777
22,35,0.34897822,0.62015647
22,37,0.38533607,0.58656657
22,39,0.44356033,0.64852726
22,41,0.39199811,0.64178348
22,43,0.41680986,0.59778059
22,45,0.39606315,0.60029441
22,47,0.39024079,0.59865105
22,49,0.40862638,0.62143213
22,51,0.40101612,0.5876146
22,53,0.42753133,0.60249841
22,55,0.41567531,0.60318124
22,57,0.44511691,0.65558267
22,59,0.45788354,0.68703538
22,61,0.38819811,0.6053555
22,63,0.42246807,0.59656084
22,65,0.33969411,0.54498678
22,67,0.34919366,0.56163466
22,69,0.37971714,0.59465837
22,71,0.34117615,0.53583407
22,73,0.36438304,0.57048863
22,75,0.41935408,0.59215498
22,77,0.38425833,0.61727434
22,79,0.37821093,0.56905413
22,81,0.3852675,0.57134247
22,83,0.38116279,0.59185755
22,85,0.46224973,0.63231266
22,87,0.42134202,0.60484058
22,89,0.43519869,0.61091584
22,91,0.35049286,0.57445931
22,93,0.40171847,0.67421728
22,95,0.38655421,0.60304111
22,97,0.42126897,0.62772083
22,99,0.41262448,0.60403281
22,101,0.39338082,0.61703926
22,103,0.41501918,0.57948107
22,105,0.39190608,0.59392416
22,107,0.40554598,4.1000729
22,109,0.43609008,0.62075788
22,111,0.38465479,0.57937944
22,113,0.45301163,0.62711591
22,115,0.41497687,0.57216853
22,117,0.36499986,0.55745482
22,119,0.38298273,0.60474283
22,121,0.37793484,0.61606663
22,123,0.46181634,0.60316986
22,125,0.39882162,0.56591129
22,127,0.39765495,0.57633501
23,0,0.417816625625,0.57107752875
23,1,0.4088186,0.58245027
23,3,0.42492422,0.59958941
23,5,0.4253554,0.58070183
23,7,0.4389846,0.5788908
23,9,0.41536728,0.55666232
23,11,0.41804555,0.5808441
23,13,0.41698584,0.56305766
23,15,0.4243992,0.57255852
23,17,0.41302282,0.57810491
23,19,0.40643802,0.58066893
23,21,0.45324081,0.5739066
23,23,0.39658928,0.5447467
23,25,0.41440207,0.56756055
23,27,0.40438923,0.55299646
23,29,0.38664654,0.53992736
23,31,0.43745655,0.58457404
24,0,0.409572225833333,0.583873750416667
24,1,0.41385791,0.60460764
24,3,0.40985861,0.5913744
24,5,0.40866002,0.59111351
24,9,0.43391284,0.59252661
24,11,0.37359697,0.55482215
24,13,0.45682305,0.61428785
24,15,0.39059672,0.56739926
24,17,0.4193733,0.58106905
24,19,0.37366152,0.56675458
24,21,0.43434927,0.60387683
24,23,0.45047498,0.60224926
24,25,0.41030312,0.59654528
24,27,0.45784339,0.62161624
24,29,0.38700709,0.59902
24,31,0.47862777,0.62229705
24,33,0.38851675,0.52698475
24,35,0.42995813,0.60174656
24,37,0.42292321,0.60451126
24,39,0.37838495,0.54171658
24,41,0.41151711,0.58675629
24,43,0.40639466,0.58862942
24,45,0.38088378,0.56810188
24,47,0.39132497,0.58462369
24,510,0.3208833,0.50033987
25,0,0.449206884285714,0.60113941
25,1,0.45080459,0.59289646
25,3,0.4101935,0.58721465
25,5,0.43598461,0.60787368
25,7,0.46205226,0.5721159
25,9,0.44890165,0.6105485
25,11,0.43256408,0.58328164
25,13,0.40453303,0.59596062
25,15,0.44985622,0.59637958
25,17,0.48009285,0.62890249
25,19,0.50685829,0.60954267
25,21,0.50397575,0.64077902
25,23,0.44852391,0.61370134
25,25,0.41368276,0.5681864
25,27,0.44087288,0.60856879
26,0,0.412643436626506,0.576577756626506
26,1,0.40779051,0.60082483
26,3,0.42857838,0.57149291
26,5,0.40942612,0.58104807
26,7,0.41741285,0.58875453
26,9,0.41294548,0.56825465
26,11,0.4376989,0.5911119
26,13,0.39953074,0.57427019
26,15,0.41403389,0.57117748
26,17,0.40940118,0.57609004
26,19,0.39704505,0.54050958
26,21,0.37403709,0.57467574
26,23,0.40537995,0.57406586
26,25,0.36964995,0.5615043
26,27,4.959184,0.56761593
26,29,0.39611453,0.57393545
26,31,0.40181077,0.55915356
26,33,0.40026516,0.5693652
26,35,0.39791408,0.56850141
26,37,0.44474849,0.59849524
26,39,0.38827714,0.51468354
26,41,0.44285384,0.595415
26,43,0.43255693,0.60686994
26,45,0.41508773,0.57156247
26,47,0.43566972,0.5736925
26,49,0.35446975,0.52256346
26,51,0.40157494,0.58563268
26,53,0.46532544,0.63529521
26,55,0.43030715,0.58098483
26,57,0.40843442,0.59116113
26,59,0.41318259,0.5617069
26,61,0.46571127,0.63659191
26,63,0.4853861,0.61882263
26,65,0.38008961,0.56438577
26,67,0.40467933,0.58838648
26,69,0.38875544,0.57015651
26,71,0.44194296,0.61312431
26,73,0.41172403,0.59465945
26,75,0.38351905,0.56185079
26,77,0.38048574,0.57697016
26,79,0.38487574,0.54296386
26,81,0.38383818,0.57771504
26,83,0.48774484,0.56071073
26,85,0.39736959,0.55783957
26,87,0.42103204,0.55248249
26,89,0.4403294,0.58847868
26,91,0.4141883,0.55838788
26,93,0.43070033,0.57298172
26,95,0.39681903,0.55918247
26,97,0.4235051,0.58919966
26,99,0.42907128,0.57934546
26,101,0.41817334,0.5930028
26,103,0.43134007,0.59867382
26,105,0.40929717,0.58192426
26,107,0.4007957,0.57767779
26,109,0.46821252,0.61928153
26,111,0.40631956,0.5857572
26,113,0.43199611,0.6000964
26,115,0.41912279,0.56642896
26,117,0.38972375,0.56344867
26,119,0.43575582,0.5993675
26,121,0.36147547,0.56071401
26,123,0.40630957,0.56557661
26,125,0.40980926,0.5746032
26,127,0.41063997,0.5810377
26,129,0.41179621,0.58005661
26,131,0.45168152,0.61393231
26,133,0.41272697,0.5898627
26,135,0.40533853,0.54103118
26,137,0.41783553,0.58823621
26,139,0.43631768,0.60193956
26,141,0.4794012,0.61136431
26,143,0.40182894,0.55801642
26,145,0.37131971,0.55224556
26,147,0.40010503,0.56278574
26,149,0.393507,0.57282591
26,151,0.44634727,0.58494192
26,153,0.42571819,0.55363119
26,155,0.40083379,0.56449997
26,157,0.42043424,0.56242841
26,159,0.38549662,0.56417996
26,161,0.39719823,0.56157023
26,163,0.34619635,0.52276915
26,165,0.384056,0.58739591
27,0,0.507374176321839,0.648134359770115
27,1,0.49990597,0.64355594
27,3,0.45720306,0.6102953
27,5,0.48389137,0.6469301
27,7,0.44415173,0.63225311
27,9,0.49316561,0.63955283
27,11,0.59775043,0.68702739
27,13,0.49251121,0.6271202
27,15,0.5395419,0.67073917
27,17,0.44485098,0.62018472
27,19,0.51706254,0.64444035
27,21,0.43999028,0.60080153
27,23,0.51290494,0.64555252
27,25,0.48730278,0.60980755
27,27,0.49051017,0.65716225
27,29,0.5180341,0.66352487
27,31,0.50660127,0.55422544
27,33,0.5147472,0.67232126
27,35,0.46150848,0.60863024
27,37,0.48008886,0.62880105
27,39,0.52617854,0.64611578
27,41,0.52991039,0.66062838
27,43,0.50486076,0.66170394
27,45,0.55562162,0.66076338
27,47,0.48602092,0.63231051
27,49,0.50176322,0.64921016
27,51,0.5536204,0.65015018
27,53,0.42896372,0.60704798
27,55,0.5179854,0.64083964
27,57,0.46577936,0.62399626
27,59,0.47372139,0.60793555
27,61,0.47810489,0.62375641
27,63,0.54305971,0.67168504
27,65,0.47493783,0.62461293
27,67,0.50997913,0.65650815
27,69,0.5701139,0.68929505
27,71,0.44780871,0.62223607
27,73,0.51369107,0.68966925
27,75,0.45806772,0.62535506
27,77,0.52433562,0.61550224
27,79,0.50853354,0.65674049
27,81,0.58485663,0.72700661
27,83,0.49687478,0.66891104
27,85,0.51024127,0.65413576
27,87,0.47822601,0.62342459
27,89,0.55941045,0.6712628
27,91,0.50299448,0.65141493
27,93,0.52968788,0.65258312
27,95,0.45090997,0.64738965
27,97,0.50174671,0.66132522
27,99,0.46404848,0.62960899
27,101,0.53085798,0.70318383
27,103,0.51765668,0.63770974
27,105,0.50593787,0.66977429
27,107,0.53244913,0.66459817
27,109,0.47980082,0.62211472
27,111,0.51183051,0.65626216
27,113,0.52545834,0.65916121
27,115,0.46650174,0.63196957
27,117,0.55581623,0.66961259
27,119,0.50412476,0.65814751
27,121,0.56056631,0.67037511
27,123,0.43631899,0.60800284
27,125,0.59171915,0.69051158
27,127,0.54703748,0.65999961
27,129,0.56033278,0.67264169
27,131,0.47539917,0.6293987
27,133,0.54322362,0.69474941
27,135,0.50463551,0.65361768
27,137,0.45270988,0.61937404
27,139,0.49627382,0.63055396
27,141,0.47026181,0.62263489
27,143,0.55381376,0.67069393
27,145,0.53795958,0.6545198
27,147,0.47574529,0.64355582
27,149,0.54486227,0.69456816
27,151,0.52305478,0.68062443
27,153,0.52925986,0.64951241
27,155,0.59424144,0.64150453
27,157,0.53709674,0.64678979
27,159,0.52850485,0.62739414
27,161,0.50191259,0.64747667
27,163,0.48994306,0.62935382
27,165,0.46542308,0.67176092
27,167,0.51086771,0.68311572
27,169,0.50515038,0.64022952
27,171,0.49544415,0.62785107
27,173,0.54558384,0.68829429
28,0,0.367311654634146,0.577144208414634
28,1,0.37504467,0.57562029
28,3,0.36768252,0.54807043
28,5,0.39920846,0.5995062
28,7,0.38877356,0.61673599
28,9,0.35974878,0.5202902
28,11,0.34199458,0.57687098
28,13,0.37752181,0.57304412
28,15,0.3854796,0.62293601
28,17,0.35427555,0.57175833
28,19,0.41147363,0.64604706
28,21,0.31584713,0.51207191
28,23,0.38183421,0.60101628
28,25,0.32704991,0.53338432
28,27,0.32491589,0.56194502
28,29,0.349796,0.56978762
28,31,0.38875395,0.61420572
28,33,0.37621981,0.55081612
28,35,0.36124739,0.55933499
28,37,0.40033549,0.59710622
28,39,0.45684418,0.57716638
28,41,0.43929678,0.60378122
28,43,0.34372815,0.55139887
28,45,0.39920369,0.57095367
28,47,0.36542389,0.55191422
28,49,0.32851696,0.54804111
28,51,0.35255975,0.58926862
28,53,0.31566256,0.54883248
28,55,0.36918181,0.58679628
28,57,0.38336059,0.58181304
28,59,0.37339821,0.54620159
28,61,0.36154282,0.61745995
28,63,0.34924489,0.46286768
28,65,0.37069991,0.57199281
28,67,0.37908733,0.59824145
28,69,0.36535671,0.58122772
28,71,0.36890829,0.56928051
28,73,0.42175326,0.5908246
28,75,0.34752831,0.57015187
28,77,0.40176281,0.61072546
28,79,0.38700941,0.61326236
28,81,0.35997432,0.54826921
28,83,0.32071015,0.57724941
28,85,0.39423168,0.5799036
28,87,0.34362707,0.56105173
28,89,0.37323752,0.58152735
28,91,0.39619529,0.62843668
28,93,0.33582988,0.51423526
28,95,0.36063543,0.55999607
28,97,0.36522073,0.61639178
28,99,0.34813288,0.57729059
28,101,0.37113309,0.62287569
28,103,0.35042995,0.58578146
28,105,0.35383198,0.57986605
28,107,0.33009189,0.57308763
28,109,0.39457119,0.56713188
28,111,0.40115502,0.58811569
28,113,0.36734095,0.58046526
28,115,0.37430236,0.56550008
28,117,0.35423991,0.55899084
28,119,0.3264325,0.57477885
28,121,0.39350313,0.5756886
28,123,0.36288169,0.60742885
28,125,0.36990589,0.6465103
28,127,0.38821259,0.58325636
28,129,0.40222198,0.59769815
28,131,0.39337215,0.5848
28,133,0.32047167,0.54445148
28,135,0.32572088,0.57662445
28,137,0.3541832,0.5772081
28,139,0.37895089,0.59131253
28,141,0.4073903,0.5989033
28,143,0.2929447,0.50462472
28,145,0.37198484,0.58072627
28,147,0.39530692,0.60163522
28,149,0.34859562,0.55810028
28,151,0.31880808,0.54214299
28,153,0.390277,0.61479443
28,155,0.40004888,0.62224817
28,157,0.37137654,0.53835779
28,159,0.34470138,0.58610821
28,161,0.34800512,0.58278507
28,163,0.35209519,0.57672501
29,0,0.424262549391304,0.591023216695652
29,1,0.4404617,0.58867651
29,3,0.46255484,0.59513181
29,5,0.46768302,0.63807285
29,7,0.39991674,0.59530443
29,9,0.41333944,0.56778347
29,11,0.43877837,0.60328752
29,13,0.40957662,0.61713654
29,15,0.42992893,0.5550679
29,17,0.42017463,0.56467253
29,19,0.4057433,0.57500589
29,21,0.38505778,0.58860219
29,23,0.37703159,0.55746108
29,25,0.44732481,0.60648638
29,27,0.39146373,0.58487874
29,29,0.42105731,0.57182515
29,31,0.40172946,0.59835595
29,33,0.4593648,0.6516121
29,35,0.41192135,0.53094107
29,37,0.43578479,0.57944566
29,39,0.42231464,0.59409279
29,41,0.49051362,0.64388949
29,43,0.42934361,0.56934154
29,45,0.46679744,0.63660377
29,47,0.42928424,0.58398366
29,49,0.44820085,0.58914387
29,51,0.4267067,0.59844363
29,53,0.42850697,0.6005733
29,55,0.3930003,0.57421654
29,57,0.43937325,0.63236159
29,59,0.42263252,0.55591917
29,61,0.4480761,0.56336164
29,63,0.46762732,0.62862682
29,65,0.4208551,0.5932048
29,67,0.4330532,0.55202967
29,69,0.3725566,0.57844412
29,71,0.41598096,0.59583819
29,73,0.41108873,0.59451288
29,75,0.50934577,0.66145468
29,77,0.40090463,0.56901211
29,79,0.42888629,0.60617369
29,81,0.44030774,0.58865619
29,83,0.42578089,0.59851056
29,85,0.42097229,0.59190494
29,87,0.50805736,0.58077425
29,89,0.43982202,0.59482789
29,91,0.42245573,0.58037668
29,93,0.3842949,0.55191815
29,95,0.36795825,0.55718672
29,97,0.40233141,0.58269936
29,99,0.41378587,0.56900519
29,101,0.422793,0.58029789
29,103,0.48598111,0.61056393
29,105,0.40124795,0.56923592
29,107,0.44228563,0.61162448
29,109,0.41430092,0.59763783
29,111,0.47075748,0.59522355
29,113,0.41786402,0.58095759
29,115,0.43976194,0.63872743
29,117,0.41280761,0.63527656
29,119,0.41457376,0.53815895
29,121,0.44164905,0.60629249
29,123,0.39775845,0.56950533
29,125,0.40421957,0.60692531
29,127,0.41125339,0.60001308
29,129,0.44622874,0.66473937
29,131,0.40791965,0.61680925
29,133,0.36373127,0.59658259
29,135,0.46126622,0.59909785
29,137,0.44833803,0.61871082
29,139,0.45145762,0.59880078
29,141,0.41561142,0.58152127
29,143,0.37254074,0.56213748
29,145,0.42228526,0.57660639
29,147,0.4997378,0.65101069
29,149,0.43128556,0.5666551
29,151,0.50156969,0.63652575
29,153,0.43271038,0.56195706
29,155,0.34130919,0.54544467
29,157,0.45293745,0.6313079
29,159,0.41085437,0.59350604
29,161,0.40694854,0.59331781
29,163,0.42627484,0.61913168
29,165,0.44198084,0.60014766
29,167,0.41980404,0.59170365
29,169,0.39011943,0.54282427
29,171,0.46054402,0.62593293
29,173,0.43323889,0.59536946
29,175,0.37808424,0.57819194
29,177,0.44011137,0.57750142
29,179,0.42049944,0.59549177
29,181,0.38350832,0.55421567
29,183,0.44775596,0.59993243
29,185,0.44090995,0.59891999
29,186,0.44239402,0.64841002
29,187,0.38205546,0.56388062
29,189,0.38539696,0.58502275
29,195,0.39550439,0.61378431
29,197,0.47015521,0.52621508
29,199,0.44008654,0.61349583
29,201,0.38469595,0.60051417
29,203,0.42442185,0.56542212
29,205,0.48499119,0.60729903
29,207,0.40633106,0.58929265
29,209,0.42115641,0.56574863
29,211,0.44928899,0.61803377
29,213,0.41534194,0.56135243
29,215,0.41527966,0.5696637
29,217,0.39664319,0.58732808
29,219,0.42580205,0.58643401
29,221,0.39195049,0.54281414
29,223,0.40887582,0.57235575
29,225,0.39538234,0.5777154
29,227,0.43590319,0.65487051
29,229,0.41471586,0.58856654
29,510,0.32729495,0.5280807
30,0,0.495736563454545,0.625507579636364
30,1,0.48788267,0.60736746
30,3,0.40129736,0.57591122
30,5,0.43527099,0.56239742
30,7,0.5112471,0.60335892
30,9,0.52343494,0.60521817
30,11,0.56258738,0.63495594
30,13,0.44401401,0.59687841
30,15,0.52654779,0.63015777
30,17,0.49276453,0.64562416
30,19,0.58853787,0.70403576
30,21,0.56096804,0.6744383
30,23,0.43468249,0.61021155
30,25,0.57815832,0.67531425
30,27,0.48339209,0.61327165
30,29,0.45784548,0.57307249
30,31,0.47354326,0.60106695
30,33,0.41632971,0.66853952
30,35,0.39119115,0.61339289
30,37,0.46626624,0.55514866
30,39,0.54819143,0.61173308
30,41,0.43017337,0.58283639
30,43,0.529948,0.61978918
30,45,0.53683507,0.59731853
30,47,0.42691097,0.59170657
30,49,0.43853527,0.60080415
30,51,0.54476166,0.56646794
30,53,0.46062264,0.60832667
30,55,0.54662186,0.70665348
30,57,0.53783143,0.62451506
30,59,0.48632011,0.68711019
30,61,0.41357562,0.69581926
30,63,0.44410035,0.58454531
30,65,0.51877147,0.6600588
30,67,0.46777996,0.59483874
30,69,NA,NA
30,71,0.54558468,0.64064896
30,73,0.52942437,0.65038794
30,75,0.56284338,0.71344
30,77,0.44864047,0.6210227
30,79,0.49972561,0.66711712
30,81,0.47998309,0.57889301
30,83,0.57444859,0.68663764
30,85,0.44203416,0.63098222
30,87,0.38648826,0.5704599
30,89,0.45662561,0.60224777
30,91,0.56805849,0.64272213
30,93,0.45977145,0.62659979
30,95,0.56298751,0.61302519
30,97,0.57265663,0.60618412
30,99,0.52227706,0.61010414
30,101,0.50252128,0.63522249
30,103,0.50071114,0.60506248
30,105,0.47010353,0.65097624
30,107,0.50735301,0.78605592
30,109,0.64757556,0.57820982
30,111,0.45875648,0.60403246
31,0,0.533164815,0.657309563695652
31,1,0.47424433,0.6480096
31,3,0.57401186,0.71771997
31,5,NA,NA
31,7,0.53561562,0.50371665
31,9,0.64376199,0.5866999
31,11,0.59343803,0.73041761
31,13,0.51189107,0.64063537
31,15,0.57708967,0.62116039
31,17,0.5385468,0.6968202
31,19,0.49423537,0.63403434
31,21,0.52192491,0.61947215
31,23,0.55316401,0.65284121
31,25,0.48256493,0.61485177
31,27,0.61331522,0.73137385
31,29,0.55134708,0.66333973
31,31,0.48694283,0.64927638
31,33,0.50106198,0.65211034
31,35,0.58513653,0.65212142
31,37,0.48060474,0.6747545
31,39,0.58663952,0.71865106
31,41,0.56418449,0.66525894
31,43,0.42784396,0.61343837
31,45,0.5154494,0.65753824
31,47,0.45000634,0.63723648
31,49,0.54593658,0.64708591
31,51,0.55039412,0.6453625
31,53,0.48173931,0.64158696
31,55,0.3992798,0.60352618
31,57,0.53961021,0.67111063
31,59,0.54328305,0.71409982
31,61,0.54554552,0.6483233
31,63,0.629682,0.6304034
31,65,0.55206358,0.70089322
31,67,0.4863233,0.66529602
31,69,0.53691733,0.6382103
31,71,0.5364821,0.61038065
31,73,0.50461113,0.71399403
31,75,0.56253546,0.73747367
31,77,0.60226417,0.68697
31,79,0.4543325,0.62870228
31,81,0.52569348,0.67047948
31,83,0.50639182,0.627303
31,85,0.61519438,0.73221374
31,87,0.58966339,0.61759442
31,89,0.56845075,0.68826455
31,91,0.61213541,0.52168316
31,93,0.52187091,0.68336737
31,95,0.51538378,0.70098293
31,97,0.53254998,0.66530883
31,99,0.54109216,0.64114982
31,101,0.49491698,0.6326375
